0,,,,,,Sol,0.000000,0.000000,0.0000,0.00,0.00,0.0,-26.700,4.850,G2V,0.656,0.000005,0.000000,0.000000,0.00000000,0.00000000,0.00000000,0,0,0,0,,,,1,0,,1,,,
1,1,224700,,,,,0.000060,1.089009,219.7802,-5.20,-1.88,0.0,9.100,2.390,F5,0.482,219.740502,0.003449,4.177065,0.00000004,-0.00000554,-0.00000200,0.000015693409775347200,0.01900678824815130,-0.000000025210311388888900,-0.000000009114497,,,Psc,1,1,,9.638290236239700,,,
2,2,224690,,,,,0.000283,-19.498840,47.9616,181.21,-0.93,0.0,9.270,5.866,K3V,0.999,45.210918,0.003365,-16.008996,-0.00000007,0.00004213,-0.00000020,0.00007396114511717880,-0.34031895245171100,0.0000008785308705347220,-0.000000004508767,,,Cet,1,2,,0.39228346253952100,,,
3,3,224699,,,,,0.000335,38.859279,442.4779,5.24,-2.91,0.0,6.610,-1.619,B9,-0.019,344.552785,0.030213,277.614965,0.00000392,0.00001124,-0.00000486,0.00008762628707253470,0.6782223625543180,0.00000002540423686111110,-0.000000014108078,,,And,1,3,,386.9011316551090,,,
4,4,224707,,,,,0.000569,-51.893546,134.2282,62.85,0.16,0.0,8.060,2.421,F0V,0.370,82.835513,0.012476,-105.619540,0.00000008,0.00004090,0.00000006,0.00014895417223450500,-0.9057132322126160,0.0000003047053982291670,0.000000000775701,,,Phe,1,4,,9.366988779521160,,,
5,5,224705,,,,,0.000665,-40.591202,257.7320,2.53,9.07,0.0,8.550,1.494,G8III,0.902,195.714261,0.034068,-167.695291,0.00000737,0.00000316,0.00000861,0.000174033325628533,-0.70845012723975,0.000000012265786118055600,0.0000000439726,,,Phe,1,5,,21.998851090492500,,,
6,6,,,,,,0.001246,3.946458,55.0358,226.29,-12.84,0.0,12.310,8.607,M0V:,1.336,54.905296,0.017912,3.787796,0.00000022,0.00006037,-0.00000342,0.0003262244926801300,0.068878680311835,0.0000010970848777291700,-0.000000062250076,,,,1,6,,0.03141955284641070,,12.462,12.162
7,7,,,,,,0.001470,20.036114,57.8704,-208.12,-200.79,0.0,9.640,5.828,G0,0.740,54.367897,0.020886,19.827115,0.00001932,-0.00005838,-0.00005292,0.00038472330047024300,0.3496961602478460,-0.0000010089942319722200,-0.000000973457389,,,Peg,1,7,,0.4062561981868430,,,
8,8,224709,,,,,0.001823,25.886461,200.8032,19.09,-5.66,-31.0,9.050,2.536,M6e-M8.5e Tc,1.102,180.654532,0.086213,87.668389,-0.00002613,0.00001857,-0.00001880,0.000477137820651658,0.4518039698960280,0.00000009255093161805550,-0.000000027440454,,,Peg,1,8,,8.425583753398260,Z,11.748,7.648
9,9,224708,,,,,0.002355,36.585958,420.1681,-6.30,8.42,0.0,8.590,0.473,G5,1.067,337.379614,0.207994,250.431996,-0.00001021,-0.00001284,0.00001377,0.0006165627464585940,0.6385454301864710,-0.000000030543261875,0.000000040821311,,,And,1,9,,56.33781508509380,,,
10,10,224717,,,,,0.002424,-50.866976,92.3361,42.23,40.02,0.0,8.590,3.763,F6V,0.489,58.275424,0.037038,-71.623522,0.00001388,0.00001891,0.00001131,0.0006345264471513630,-0.8877962163037020,0.0000002047368172986110,0.000000194022434,,,Phe,1,10,,2.721447746454370,,,
11,11,224720,,,,,0.002488,46.939997,239.2344,11.09,-2.02,-25.8,7.340,0.446,A2,0.081,163.340420,0.106439,174.793831,-0.00001631,0.00001285,-0.00002088,0.0006514234510752690,0.819257490309185,0.000000053765837173611100,-0.000000009793236,,,And,1,11,,57.75638463945330,,,
12,12,224715,,,,,0.002727,-35.960225,307.6923,-5.99,-0.10,0.0,8.430,0.989,K4III,1.484,249.053728,0.177782,-180.684145,-0.00000008,-0.00000893,-0.00000012,0.0007138898970296790,-0.6276243262421140,-0.00000002904033946527780,-0.000000000484813,,,Scl,1,12,,35.02676269138130,,,
13,13,224728,,,,,0.002780,-22.594705,100000.0000,8.45,-10.07,0.0,8.800,-11.200,K0III,1.128,92324.548321,67.196978,-38421.000273,-0.00187856,0.00409495,-0.00450696,0.0007278044591150610,-0.3943519961814490,0.000000040966756006944400,-0.000000048820737,,,Cet,1,13,,2630267.9918953800,,,
14,14,224726,,,,,0.003228,-0.360450,205.7613,61.75,-11.67,0.0,7.250,0.683,K0,1.200,205.757155,0.173890,-1.294442,-0.00000013,0.00006159,-0.00001164,0.0008451205089177520,-0.006291031055365,0.00000029937244774305600,-0.000000056577756,,,Psc,1,14,,46.43014072818030,,,
15,15,236267,,,,,0.003356,50.791187,523.5602,13.88,5.47,0.0,8.600,0.005,K2,1.166,330.967664,0.290916,405.679189,-0.00001079,0.00003522,0.00000878,0.0008786428062150350,0.886473445043945,0.0000000672921388611111,0.000000026519308,,,Cas,1,15,,86.69618757582170,,,
16,17,224732,,,,,0.003401,-40.192392,136.4256,-34.46,-26.37,0.0,8.150,2.476,F3V,0.425,104.212982,0.092744,-88.043116,-0.00001123,-0.00002280,-0.00001332,0.0008903911655497050,-0.7014895826469610,-0.0000001670667943194440,-0.000000127845367,,,Phe,1,16,,8.904304435937420,,,
17,16,,,,,,0.003469,-54.914363,751.8797,257.39,-96.63,0.0,11.710,2.329,,0.421,432.180376,0.395981,-615.258522,-0.00028905,0.00093790,-0.00020245,0.000908164791908342,-0.9584364401602660,0.0000012478619323819400,-0.000000468475459,,,Phe,1,17,,10.195299775626000,,11.823,11.543
18,18,,,,,,0.003522,-4.053680,44.8229,-127.22,23.78,0.0,11.030,7.773,K5,1.567,44.710745,0.041225,-3.168578,0.00000039,-0.00002764,0.00000515,0.0009220561753114760,-0.07075006822393620,-0.0000006167799644027780,0.000000115288693,,,Psc,1,18,,0.06773295140086070,,11.088,10.948
19,19,224721,,,,,0.003554,38.304050,249.3766,-2.50,-15.07,16.0,6.530,-0.454,G5,0.955,195.693966,0.182078,154.572309,0.00002414,-0.00000300,-0.00000415,0.0009304489470073790,0.6685317837125660,-0.000000012120342013888900,-0.000000073061421,,,And,1,19,,132.31223331133700,,,
20,20,224723,,,,,0.004203,23.529228,96.6184,36.00,-22.98,0.0,8.510,3.585,G0,0.516,88.585158,0.097476,38.571692,0.00000428,0.00001687,-0.00000987,0.00110022016309375,0.4106625001608990,0.00000017453292500000000,-0.000000111410183,,,Peg,1,20,,3.206269324505470,,,
21,21,224724,,,,,0.004426,8.007234,189.3939,61.89,-0.22,0.0,7.550,1.163,K2,1.438,187.547277,0.217307,26.382215,-0.00000004,0.00005682,-0.00000020,0.0011586554478853400,0.1397525936673380,0.0000003000511868958330,-0.00000000106659,,,Psc,1,21,,29.840081159302200,,,
22,22,224735,,,,,0.004674,-49.352266,318.4713,-7.90,0.46,0.0,8.690,1.175,G8/K0III/IV,0.962,207.454138,0.253838,-241.633370,0.00000055,-0.00001220,0.00000046,0.001223764872543320,-0.8613595294862580,-0.00000003830028076388890,0.000000002230142,,,Phe,1,22,,29.512092266663900,,,
23,23,224742,,,,,0.004971,13.312234,86.2813,54.15,9.65,0.0,7.570,2.890,F2V,0.456,83.962827,0.109269,19.866919,-0.00000096,0.00002265,0.00000393,0.0013013321078201800,0.23234231836455000,0.0000002625266080208330,0.00000004678452,,,Peg,1,23,,6.081350012787180,,,
24,24,224746,,,,,0.005091,-23.452695,105.4852,127.15,22.22,0.0,9.050,3.934,G0V,0.528,96.770874,0.129015,-41.982243,0.00000444,0.00006503,0.00001042,0.0013327108552047300,-0.4093267474010090,0.000000616440594826389,0.000000107725599,,,Cet,1,24,,2.324877101501640,,,
25,25,224750,9077,,,,0.005300,-44.290561,81.3670,58.36,-108.64,3.0,6.280,1.728,G3IV,0.763,58.243094,0.080879,-56.818381,-0.00002776,0.00002298,-0.00003282,0.0013876607010597600,-0.7730161236388430,0.0000002829372639722220,-0.000000526701582,,,Phe,1,25,,17.733726245425600,,,
